funcionario;status;idade;prim_emp;teste;educ
X3129;mau;25a45;nao;96;superior
X3130;mau;menor25;sim;92;secundario
X3131;mau;25a45;sim;77;superior
X3132;mau;25a45;sim;73;secundario
X3133;mau;25a45;nao;94;superior
X3134;mau;25a45;nao;93;superior
X3135;mau;25a45;sim;56;superior
X3136;mau;maior45;sim;79;superior
X3137;mau;maior45;nao;65;secundario
X3138;mau;maior45;sim;47;secundario
X3139;mau;25a45;sim;79;secundario
X3140;mau;maior45;nao;57;secundario
X3141;mau;25a45;nao;71;secundario
X3142;mau;25a45;sim;75;superior
X3143;mau;maior45;sim;63;secundario
X3144;mau;25a45;sim;91;superior
X3145;mau;maior45;sim;38;superior
X3146;mau;maior45;nao;52;superior
X3147;mau;25a45;sim;57;superior
X3148;mau;25a45;sim;47;secundario
X3149;mau;25a45;nao;83;secundario
X3150;mau;maior45;sim;72;superior
X3151;mau;25a45;nao;58;superior
X3152;mau;25a45;nao;90;secundario
X3153;mau;25a45;sim;63;superior
X3154;mau;maior45;sim;52;superior
X3155;mau;25a45;sim;75;superior
X3156;mau;maior45;sim;74;superior
X3157;mau;maior45;sim;31;secundario
X3158;mau;25a45;sim;99;secundario
X3159;mau;maior45;sim;34;secundario
X3160;mau;maior45;sim;46;superior
X3161;mau;25a45;sim;65;secundario
X3162;mau;25a45;sim;98;superior
X3163;mau;maior45;sim;81;superior
X3164;mau;maior45;sim;89;secundario
X3165;mau;25a45;sim;65;superior
X3166;mau;25a45;sim;89;superior
X3167;mau;maior45;sim;58;superior
X3168;mau;maior45;sim;70;superior
X3169;mau;25a45;sim;83;superior
X3170;mau;maior45;sim;80;secundario
X3171;mau;maior45;sim;75;secundario
X3172;mau;maior45;nao;68;secundario
X3173;mau;maior45;nao;78;secundario
X3174;mau;25a45;sim;74;superior
X3175;mau;25a45;nao;66;superior
X3176;mau;maior45;nao;77;superior
X3177;mau;menor25;nao;95;secundario
X3178;mau;25a45;sim;75;superior
X3179;mau;25a45;sim;76;secundario
X3180;mau;25a45;sim;87;secundario
X3181;mau;maior45;sim;67;secundario
X3182;mau;maior45;nao;78;secundario
X3183;mau;menor25;sim;93;superior
X3184;mau;maior45;sim;60;secundario
X3185;mau;maior45;sim;87;superior
X3186;mau;maior45;sim;78;secundario
X3187;mau;25a45;sim;65;secundario
X3188;mau;25a45;nao;59;superior
X3189;mau;25a45;sim;79;superior
X3190;mau;maior45;nao;48;secundario
X3191;mau;maior45;sim;31;secundario
X3192;mau;25a45;sim;67;superior
X3193;mau;maior45;nao;77;secundario
X3194;mau;menor25;sim;53;superior
X3195;mau;maior45;sim;60;secundario
X3196;mau;25a45;nao;73;secundario
X3197;mau;25a45;sim;55;secundario
X3198;mau;maior45;sim;66;secundario
X3199;mau;maior45;sim;76;superior
X3200;mau;maior45;sim;56;superior
X3201;mau;maior45;sim;56;secundario
X3202;mau;25a45;sim;63;superior
X3203;mau;maior45;nao;65;superior
X3204;mau;maior45;sim;68;superior
X3205;mau;maior45;sim;70;secundario
X3206;mau;25a45;nao;85;secundario
X3207;mau;maior45;sim;37;secundario
X3208;mau;25a45;sim;86;secundario
X3209;mau;maior45;sim;58;secundario
X3210;mau;25a45;sim;76;superior
X3211;mau;maior45;sim;68;secundario
X3212;mau;maior45;nao;60;secundario
X3213;mau;25a45;nao;80;superior
X3214;mau;25a45;sim;78;superior
X3215;mau;25a45;sim;57;superior
X3216;mau;25a45;sim;72;secundario
X3217;mau;maior45;sim;79;secundario
X3218;mau;maior45;sim;69;superior
X3219;mau;25a45;sim;64;superior
X3220;mau;maior45;sim;59;superior
X3221;mau;25a45;sim;71;secundario
X3222;mau;maior45;sim;78;superior
X3223;mau;maior45;nao;56;superior
X3224;mau;maior45;sim;40;secundario
X3225;mau;maior45;sim;56;superior
X3226;mau;25a45;sim;98;superior
X3227;mau;25a45;nao;75;superior
X3228;mau;25a45;nao;76;secundario
X3229;mau;maior45;sim;58;superior
X3230;mau;maior45;sim;59;superior
X3231;mau;maior45;sim;61;superior
X3232;mau;25a45;sim;72;superior
X3233;mau;maior45;sim;78;secundario
X3234;mau;maior45;sim;74;secundario
X3235;mau;25a45;nao;76;superior
X3236;mau;maior45;sim;59;superior
X3237;mau;25a45;nao;78;secundario
X3238;mau;maior45;nao;38;secundario
X3239;mau;25a45;sim;54;secundario
X3240;mau;maior45;sim;77;secundario
X3241;mau;maior45;sim;49;secundario
X3242;mau;maior45;sim;68;superior
X3243;mau;25a45;nao;75;superior
X3244;mau;maior45;sim;59;secundario
X3245;mau;maior45;nao;62;secundario
X3246;mau;maior45;sim;59;secundario
X3247;mau;25a45;sim;77;secundario
X3248;mau;25a45;sim;93;secundario
X3249;mau;maior45;sim;67;superior
X3250;mau;maior45;nao;57;superior
X3251;mau;maior45;sim;62;secundario
X3252;mau;maior45;sim;79;superior
X3253;mau;maior45;sim;61;superior
X3254;mau;maior45;sim;55;superior
X3255;mau;maior45;sim;76;superior
X3256;mau;maior45;sim;68;secundario
X3257;mau;maior45;sim;71;secundario
X3258;mau;25a45;sim;79;secundario
X3259;mau;maior45;sim;58;superior
X3260;mau;maior45;sim;61;superior
X3261;mau;maior45;sim;65;superior
X3262;mau;maior45;nao;57;superior
X3263;mau;maior45;sim;66;secundario
X3264;mau;25a45;sim;98;superior
X3265;mau;25a45;nao;87;secundario
X3266;mau;25a45;nao;88;superior
X3267;mau;25a45;sim;67;secundario
X3268;mau;maior45;nao;74;secundario
X3269;mau;maior45;sim;72;secundario
X3270;mau;maior45;sim;72;secundario
X3271;mau;25a45;nao;59;secundario
X3272;mau;25a45;nao;95;secundario
X3273;mau;25a45;sim;71;secundario
X3274;mau;maior45;sim;56;secundario
X3275;mau;maior45;sim;32;superior
X3276;mau;25a45;sim;73;secundario
X3277;mau;maior45;sim;75;secundario
X3278;mau;25a45;sim;64;superior
X3279;mau;25a45;sim;83;superior
X3280;mau;maior45;sim;71;superior
X3281;mau;maior45;sim;62;superior
X3282;mau;25a45;nao;71;superior
X3283;mau;25a45;sim;72;superior
X3284;mau;maior45;sim;58;secundario
X3285;mau;25a45;sim;79;superior
X3286;mau;25a45;sim;70;superior
X3287;mau;25a45;sim;87;superior
X3288;mau;25a45;sim;60;secundario
X3289;mau;25a45;nao;89;secundario
X3290;mau;maior45;sim;59;superior
X3291;mau;25a45;sim;67;secundario
X3292;mau;maior45;sim;66;superior
X3293;mau;25a45;sim;79;superior
X3294;mau;maior45;sim;79;secundario
X3295;mau;25a45;nao;78;superior
X3296;mau;menor25;sim;94;secundario
X3297;mau;maior45;sim;61;secundario
X3298;mau;maior45;sim;21;superior
X3299;mau;maior45;nao;84;superior
X3300;mau;maior45;sim;54;superior
X3301;mau;25a45;nao;61;secundario
X3302;mau;25a45;sim;81;secundario
X3303;mau;25a45;sim;78;secundario
X3304;mau;25a45;nao;67;superior
X3305;mau;menor25;sim;97;superior
X3306;mau;maior45;sim;55;secundario
X3307;mau;maior45;sim;70;superior
X3308;mau;menor25;sim;97;secundario
X3309;mau;25a45;sim;72;superior
X3310;mau;maior45;sim;75;superior
X3311;mau;25a45;sim;76;superior
X3312;mau;25a45;sim;77;superior
X3313;mau;maior45;sim;64;secundario
X3314;mau;25a45;nao;76;superior
X3315;mau;maior45;sim;47;secundario
X3316;mau;menor25;sim;98;superior
X3317;mau;maior45;sim;70;secundario
X3318;mau;maior45;nao;62;superior
X3319;mau;maior45;sim;71;secundario
X3320;mau;25a45;sim;85;secundario
X3321;mau;25a45;sim;73;secundario
X3322;mau;maior45;sim;74;superior
X3323;mau;25a45;sim;95;superior
X3324;mau;maior45;sim;69;secundario
X3325;mau;maior45;sim;75;superior
X3326;mau;25a45;sim;75;superior
X3327;mau;maior45;sim;42;superior
X3328;mau;maior45;sim;52;secundario
X3329;mau;25a45;sim;89;superior
X3330;mau;25a45;nao;46;secundario
X3331;mau;maior45;sim;83;superior
X3332;mau;maior45;sim;79;secundario
X3333;mau;maior45;sim;66;superior
X3334;mau;maior45;sim;40;superior
X3335;mau;25a45;sim;80;superior
X3336;mau;25a45;sim;73;superior
X3337;mau;maior45;nao;64;secundario
X3338;mau;menor25;nao;92;secundario
X3339;mau;maior45;nao;75;superior
X3340;mau;maior45;sim;82;superior
X3341;mau;25a45;sim;57;secundario
X3342;mau;maior45;sim;71;secundario
X3343;mau;25a45;sim;49;superior
X3344;mau;menor25;sim;98;secundario
X3345;mau;25a45;sim;88;superior
X3346;mau;maior45;sim;81;superior
X3347;mau;25a45;sim;78;secundario
X3348;mau;25a45;nao;78;superior
X3349;mau;maior45;sim;53;superior
X3350;mau;maior45;nao;44;superior
X3351;mau;maior45;sim;66;superior
X3352;mau;25a45;sim;89;secundario
X3353;mau;maior45;sim;60;superior
X3354;mau;menor25;sim;87;superior
X3355;mau;25a45;sim;66;secundario
X3356;mau;maior45;sim;63;secundario
X3357;mau;25a45;sim;80;superior
X3358;mau;menor25;sim;89;superior
X3359;mau;maior45;sim;68;superior
X3360;mau;25a45;sim;79;superior
X3361;mau;maior45;sim;54;secundario
X3362;mau;25a45;sim;64;superior
X3363;mau;maior45;sim;64;secundario
X3364;mau;menor25;sim;82;secundario
X3365;mau;maior45;sim;86;secundario
X3366;mau;25a45;nao;73;superior
X3367;mau;25a45;sim;64;superior
X3368;mau;maior45;sim;56;superior
X3369;mau;25a45;sim;77;superior
X3370;mau;25a45;nao;64;secundario
X3371;mau;maior45;sim;72;secundario
X3372;mau;maior45;sim;33;superior
X3373;mau;maior45;sim;66;superior
X3374;mau;maior45;sim;49;secundario
X3375;mau;25a45;sim;86;superior
X3376;mau;25a45;sim;89;secundario
X3377;mau;25a45;nao;57;secundario
X3378;mau;maior45;sim;67;superior
X3379;mau;25a45;sim;79;superior
X3380;mau;maior45;nao;72;superior
X3381;mau;maior45;nao;56;superior
X3382;mau;25a45;nao;77;superior
X3383;mau;menor25;sim;79;secundario
X3384;mau;maior45;sim;85;secundario
X3385;mau;25a45;sim;70;superior
X3386;mau;25a45;sim;76;secundario
X3387;mau;25a45;nao;88;secundario
X3388;mau;maior45;sim;56;secundario
X3389;mau;25a45;nao;81;secundario
X3390;mau;25a45;sim;77;superior
X3391;mau;menor25;sim;94;secundario
X3392;mau;menor25;sim;98;superior
X3393;mau;25a45;sim;72;superior
X3394;mau;25a45;sim;58;secundario
X3395;mau;maior45;sim;73;superior
X3396;mau;25a45;sim;84;secundario
X3397;mau;menor25;sim;97;superior
X3398;mau;25a45;sim;78;superior
X3399;mau;25a45;sim;68;secundario
X3400;mau;maior45;sim;84;superior
X3401;mau;25a45;sim;65;secundario
X3402;mau;maior45;sim;78;superior
X3403;mau;25a45;nao;55;secundario
X3404;mau;maior45;sim;75;secundario
X3405;mau;maior45;sim;65;secundario
X3406;mau;maior45;sim;64;superior
X3407;mau;maior45;nao;73;superior
X3408;mau;maior45;sim;40;secundario
X3409;mau;25a45;sim;90;superior
X3410;mau;maior45;sim;40;secundario
X3411;mau;25a45;nao;66;secundario
X3412;mau;25a45;sim;65;superior
X3413;mau;menor25;nao;88;superior
X3414;mau;25a45;sim;86;secundario
X3415;mau;maior45;nao;74;superior
X3416;mau;maior45;sim;76;secundario
X3417;mau;maior45;nao;71;secundario
X3418;mau;maior45;sim;71;secundario
X3419;mau;maior45;sim;67;secundario
X3420;mau;maior45;sim;45;superior
X3421;mau;menor25;sim;99;secundario
X3422;mau;maior45;sim;64;superior
X3423;mau;maior45;sim;60;secundario
X3424;mau;25a45;sim;62;superior
X3425;mau;25a45;nao;80;superior
X3426;mau;25a45;sim;79;superior
X3427;mau;25a45;sim;80;superior
X3428;mau;25a45;nao;81;superior
X3429;mau;maior45;sim;79;superior
X3430;mau;25a45;sim;76;superior
X3431;mau;maior45;nao;78;superior
X3432;mau;menor25;nao;97;superior
X3433;mau;maior45;sim;78;superior
X3434;mau;25a45;sim;51;secundario
X3435;mau;25a45;sim;74;secundario
X3436;mau;maior45;sim;51;superior
X3437;mau;25a45;sim;74;secundario
X3438;mau;maior45;sim;78;secundario
X3439;mau;maior45;nao;55;superior
X3440;mau;maior45;sim;66;secundario
X3441;mau;25a45;sim;67;secundario
X3442;mau;maior45;nao;67;secundario
X3443;mau;25a45;nao;86;superior
X3444;mau;maior45;sim;54;secundario
X3445;mau;25a45;nao;75;secundario
X3446;mau;25a45;sim;77;superior
X3447;mau;maior45;sim;66;secundario
X3448;mau;maior45;sim;43;superior
X3449;mau;maior45;sim;90;secundario
X3450;mau;maior45;sim;76;superior
X3451;mau;maior45;nao;49;secundario
X3452;mau;menor25;nao;97;secundario
X3453;mau;maior45;sim;57;superior
X3454;mau;maior45;sim;65;superior
X3455;mau;maior45;sim;78;superior
X3456;mau;25a45;sim;79;superior
X3457;mau;maior45;nao;73;secundario
X3458;mau;25a45;sim;67;superior
X3459;mau;25a45;sim;97;secundario
X3460;mau;25a45;nao;63;superior
X3461;mau;maior45;sim;58;secundario
X3462;mau;maior45;sim;73;superior
X3463;mau;25a45;sim;77;superior
X3464;mau;25a45;sim;79;superior
X3465;mau;maior45;nao;75;superior
X3466;mau;maior45;sim;76;superior
X3467;mau;maior45;sim;66;secundario
X3468;mau;maior45;nao;75;superior
X3469;mau;25a45;sim;70;superior
X3470;mau;25a45;sim;76;superior
X3471;mau;25a45;sim;59;superior
X3472;mau;maior45;sim;73;secundario
X3473;mau;25a45;sim;93;superior
X3474;mau;menor25;sim;96;superior
X3475;mau;25a45;sim;67;superior
X3476;mau;maior45;sim;54;secundario
X3477;mau;25a45;sim;80;secundario
X3478;mau;maior45;sim;61;secundario
X3479;mau;maior45;sim;73;secundario
X3480;mau;maior45;sim;60;secundario
X3481;mau;maior45;sim;98;superior
X3482;mau;25a45;nao;67;superior
X3483;mau;maior45;nao;64;superior
X3484;mau;maior45;sim;78;secundario
X3485;mau;25a45;sim;83;secundario
X3486;mau;maior45;nao;73;superior
X3487;mau;25a45;sim;87;secundario
X3488;mau;25a45;sim;62;superior
X3489;mau;maior45;nao;58;superior
X3490;mau;maior45;sim;74;secundario
X3491;mau;maior45;sim;45;secundario
X3492;mau;maior45;sim;65;secundario
X3493;mau;maior45;sim;57;secundario
X3494;mau;25a45;sim;65;secundario
X3495;mau;25a45;nao;57;secundario
X3496;mau;25a45;nao;65;superior
X3497;mau;25a45;sim;76;secundario
X3498;mau;maior45;sim;78;superior
X3499;mau;maior45;nao;72;secundario
X3500;mau;maior45;sim;78;superior
X3501;mau;maior45;sim;63;superior
X3502;mau;25a45;nao;65;secundario
X3503;mau;25a45;nao;76;secundario
X3504;mau;25a45;sim;76;superior
X3505;mau;maior45;sim;71;superior
X3506;mau;25a45;sim;59;secundario
X3507;mau;maior45;sim;34;superior
X3508;mau;maior45;sim;61;secundario
X3509;mau;menor25;sim;97;secundario
X3510;mau;maior45;nao;73;superior
X3511;mau;25a45;sim;65;secundario
X3512;mau;maior45;sim;76;superior
X3513;mau;maior45;nao;73;secundario
X3514;mau;25a45;sim;78;secundario
X3515;mau;maior45;nao;57;secundario
X3516;mau;maior45;nao;62;superior
X3517;mau;menor25;sim;99;secundario
X3518;mau;25a45;nao;80;secundario
X3519;mau;maior45;sim;54;superior
X3520;mau;maior45;sim;72;secundario
X3521;mau;maior45;nao;42;secundario
X3522;mau;25a45;sim;75;secundario
X3523;mau;25a45;sim;79;superior
X3524;mau;maior45;sim;72;superior
X3525;mau;25a45;sim;86;secundario
X3526;mau;maior45;sim;56;secundario
X3527;mau;menor25;sim;94;secundario
X3528;mau;25a45;nao;66;secundario
X3529;mau;maior45;nao;69;secundario
X3530;mau;maior45;sim;69;secundario
X3531;mau;maior45;sim;73;superior
X3532;mau;25a45;nao;62;superior
X3533;mau;menor25;sim;96;secundario
X3534;mau;25a45;sim;78;secundario
X3535;mau;25a45;nao;77;superior
X3536;mau;25a45;sim;76;superior
X3537;mau;25a45;sim;80;secundario
X3538;mau;25a45;sim;79;secundario
X3539;mau;maior45;sim;65;secundario
X3540;mau;25a45;sim;83;secundario
X3541;mau;menor25;nao;96;secundario
X3542;mau;maior45;nao;78;secundario
X3543;mau;maior45;sim;71;superior
X3544;mau;25a45;sim;61;secundario
X3545;mau;25a45;sim;94;secundario
X3546;mau;maior45;sim;69;secundario
X3547;mau;menor25;sim;97;secundario
X3548;mau;maior45;sim;56;superior
X3549;mau;25a45;sim;79;secundario
X3550;mau;maior45;sim;71;secundario
X3551;mau;maior45;sim;88;secundario
X3552;mau;25a45;sim;72;secundario
X3553;mau;maior45;nao;62;superior
X3554;mau;maior45;sim;66;secundario
X3555;mau;menor25;nao;87;superior
X3556;mau;25a45;sim;95;secundario
X3557;mau;25a45;sim;67;secundario
X3558;mau;25a45;sim;69;secundario
X3559;mau;maior45;sim;69;secundario
X3560;mau;25a45;nao;68;superior
X3561;mau;maior45;sim;46;superior
X3562;mau;25a45;nao;72;secundario
X3563;mau;25a45;nao;67;superior
X3564;mau;25a45;sim;71;secundario
X3565;mau;25a45;sim;69;superior
X3566;mau;25a45;sim;54;superior
X3567;mau;maior45;nao;74;superior
X3568;mau;25a45;sim;84;superior
X3569;mau;25a45;sim;94;secundario
X3570;mau;maior45;sim;76;superior
X3571;mau;menor25;sim;99;superior
X3572;mau;maior45;sim;37;secundario
X3573;mau;maior45;nao;80;secundario
X3574;mau;25a45;sim;79;secundario
X3575;mau;maior45;nao;73;superior
X3576;mau;25a45;sim;71;superior
X3577;mau;maior45;nao;57;superior
X3578;mau;maior45;nao;56;superior
X3579;mau;maior45;nao;72;secundario
X3580;mau;25a45;sim;81;secundario
X3581;mau;maior45;sim;72;superior
X3582;mau;25a45;sim;70;secundario
X3583;mau;25a45;sim;85;superior
X3584;mau;maior45;sim;35;secundario
X3585;mau;maior45;nao;67;superior
X3586;mau;25a45;sim;67;secundario
X3587;mau;maior45;sim;69;secundario
X3588;mau;25a45;nao;86;secundario
X3589;mau;25a45;sim;88;superior
X3590;mau;maior45;sim;83;secundario
X3591;mau;25a45;sim;94;secundario
X3592;mau;25a45;sim;78;secundario
X3593;mau;maior45;sim;72;secundario
X3594;mau;maior45;sim;76;superior
X3595;mau;maior45;nao;53;secundario
X3596;mau;maior45;nao;64;superior
X3597;mau;maior45;sim;71;superior
X3598;mau;25a45;sim;77;secundario
X3599;mau;25a45;sim;80;superior
X3600;mau;maior45;sim;67;superior
X3601;mau;maior45;sim;65;secundario
X3602;mau;25a45;nao;95;superior
X3603;mau;maior45;nao;64;superior
X3604;mau;25a45;nao;77;secundario
X3605;mau;menor25;sim;91;secundario
X3606;mau;25a45;sim;75;secundario
X3607;mau;25a45;sim;77;superior
X3608;mau;maior45;sim;56;superior
X3609;mau;maior45;nao;53;superior
X3610;mau;25a45;nao;68;superior
X3611;mau;maior45;nao;67;superior
X3612;mau;maior45;sim;60;superior
X3613;mau;25a45;nao;99;superior
X3614;mau;25a45;sim;77;superior
X3615;mau;menor25;sim;91;secundario
X3616;mau;25a45;nao;87;superior
X3617;mau;25a45;sim;72;secundario
X3618;mau;maior45;nao;44;superior
X3619;mau;maior45;nao;62;superior
X3620;mau;maior45;sim;82;superior
X3621;mau;maior45;sim;47;superior
X3622;mau;menor25;nao;93;secundario
X3623;mau;25a45;sim;73;superior
X3624;mau;maior45;nao;69;secundario
X3625;mau;menor25;sim;84;superior
X3626;mau;25a45;sim;64;superior
X3627;mau;25a45;sim;64;secundario
X3628;mau;maior45;sim;78;secundario
X3629;mau;25a45;sim;87;secundario
X3630;mau;25a45;sim;50;superior
X3631;mau;maior45;sim;65;secundario
X3632;mau;25a45;sim;79;secundario
X3633;mau;maior45;sim;44;secundario
X3634;mau;maior45;nao;67;superior
X3635;mau;maior45;sim;77;secundario
X3636;mau;maior45;sim;65;superior
X3637;mau;maior45;nao;71;secundario
X3638;mau;maior45;sim;55;secundario
X3639;mau;maior45;sim;73;secundario
X3640;mau;maior45;nao;60;secundario
X3641;mau;maior45;nao;82;secundario
X3642;mau;menor25;sim;94;secundario
X3643;mau;maior45;sim;64;secundario
X3644;mau;maior45;sim;75;secundario
X3645;mau;maior45;sim;66;superior
X3646;mau;maior45;nao;48;superior
X3647;mau;maior45;sim;65;superior
X3648;mau;25a45;sim;59;superior
X3649;mau;25a45;sim;65;secundario
X3650;mau;25a45;nao;81;superior
X3651;mau;maior45;sim;72;secundario
X3652;mau;25a45;sim;51;secundario
X3653;mau;maior45;sim;51;secundario
X3654;mau;maior45;nao;97;secundario
X3655;mau;maior45;sim;58;superior
X3656;mau;25a45;sim;77;superior
X3657;mau;25a45;sim;89;secundario
X3658;mau;25a45;sim;89;secundario
X3659;mau;maior45;sim;67;superior
X3660;mau;25a45;nao;82;secundario
X3661;mau;25a45;sim;75;secundario
X3662;mau;maior45;sim;55;secundario
X3663;mau;maior45;sim;61;superior
X3664;mau;maior45;nao;69;secundario
X3665;mau;25a45;nao;58;secundario
X3666;mau;maior45;nao;42;superior
X3667;mau;menor25;sim;81;superior
X3668;mau;maior45;sim;80;secundario
X3669;mau;25a45;sim;81;secundario
X3670;mau;25a45;sim;77;secundario
X3671;mau;maior45;nao;95;superior
X3672;mau;maior45;sim;50;secundario
X3673;mau;25a45;sim;74;superior
X3674;mau;25a45;nao;67;superior
X3675;mau;maior45;sim;56;superior
X3676;mau;maior45;nao;62;secundario
X3677;mau;maior45;nao;55;superior
X3678;mau;maior45;sim;83;superior
X3679;mau;maior45;sim;64;secundario
X3680;mau;maior45;sim;66;superior
X3681;mau;25a45;sim;78;secundario
X3682;mau;25a45;sim;80;secundario
X3683;mau;25a45;sim;62;secundario
X3684;mau;maior45;sim;54;superior
X3685;mau;maior45;sim;84;superior
X3686;mau;25a45;sim;76;secundario
X3687;mau;maior45;nao;66;superior
X3688;mau;25a45;sim;73;secundario
X3689;mau;25a45;sim;66;secundario
X3690;mau;maior45;sim;81;secundario
X3691;mau;maior45;sim;45;superior
X3692;mau;25a45;nao;75;secundario
X3693;mau;maior45;nao;59;superior
X3694;mau;maior45;sim;73;superior
X3695;mau;25a45;sim;79;superior
X3696;mau;25a45;sim;75;superior
X3697;mau;maior45;sim;80;secundario
X3698;mau;maior45;sim;71;secundario
X3699;mau;25a45;sim;75;secundario
X3700;mau;maior45;sim;56;secundario
X3701;mau;maior45;sim;53;secundario
X3702;mau;maior45;nao;82;secundario
X3703;mau;25a45;sim;65;secundario
X3704;mau;maior45;sim;31;secundario
X3705;mau;maior45;sim;57;secundario
X3706;mau;maior45;nao;52;superior
X3707;mau;maior45;sim;59;secundario
X3708;mau;maior45;nao;88;superior
X3709;mau;25a45;sim;72;superior
X3710;mau;maior45;nao;64;secundario
X3711;mau;maior45;sim;56;secundario
X3712;mau;maior45;sim;66;superior
X3713;mau;25a45;sim;79;superior
X3714;mau;maior45;sim;82;secundario
X3715;mau;maior45;sim;69;secundario
X3716;mau;maior45;sim;47;secundario
X3717;mau;25a45;nao;68;secundario
X3718;mau;maior45;sim;73;secundario
X3719;mau;25a45;sim;77;superior
X3720;mau;maior45;sim;31;secundario
X3721;mau;maior45;sim;72;superior
X3722;mau;maior45;sim;71;secundario
X3723;mau;25a45;sim;58;secundario
X3724;mau;maior45;sim;65;superior
X3725;mau;25a45;sim;81;secundario
X3726;mau;25a45;nao;78;superior
X3727;mau;maior45;sim;78;secundario
X3728;mau;maior45;sim;48;superior
X3729;mau;maior45;sim;58;secundario
X3730;mau;25a45;sim;75;superior
X3731;mau;maior45;nao;65;superior
X3732;mau;25a45;sim;48;superior
X3733;mau;25a45;sim;77;superior
X3734;mau;maior45;sim;41;secundario
X3735;mau;maior45;sim;66;superior
X3736;mau;maior45;sim;56;superior
X3737;mau;25a45;sim;69;superior
X3738;mau;25a45;sim;68;secundario
X3739;mau;maior45;sim;94;superior
X3740;mau;25a45;nao;77;secundario
X3741;mau;25a45;nao;79;secundario
X3742;mau;25a45;nao;68;superior
X3743;mau;25a45;nao;95;superior
X3744;mau;maior45;sim;67;superior
X3745;mau;25a45;sim;62;superior
X3746;mau;25a45;sim;71;superior
X3747;mau;maior45;sim;62;superior
X3748;mau;25a45;sim;74;secundario
X3749;mau;25a45;sim;74;secundario
X3750;mau;maior45;nao;73;superior
X3751;mau;maior45;sim;74;superior
X3752;mau;maior45;nao;58;secundario
X3753;mau;maior45;sim;55;secundario
X3754;mau;25a45;nao;87;secundario
X3755;mau;25a45;sim;67;superior
X3756;mau;maior45;nao;55;superior
X3757;mau;maior45;nao;65;secundario
X3758;mau;menor25;sim;95;superior
X3759;mau;25a45;nao;83;superior
X3760;mau;maior45;sim;65;secundario
X3761;mau;maior45;sim;72;superior
X3762;mau;25a45;nao;62;secundario
X3763;mau;25a45;sim;73;superior
X3764;mau;25a45;sim;72;superior
X3765;mau;maior45;nao;74;superior
X3766;mau;25a45;sim;79;secundario
X3767;mau;maior45;sim;52;secundario
X3768;mau;25a45;nao;97;superior
X3769;mau;maior45;sim;30;superior
X3770;mau;maior45;sim;59;secundario
X3771;mau;25a45;sim;79;superior
X3772;mau;menor25;sim;93;secundario
X3773;mau;menor25;sim;99;superior
X3774;mau;maior45;sim;47;superior
X3775;mau;25a45;sim;64;secundario
X3776;mau;maior45;sim;60;secundario
X3777;mau;25a45;nao;58;superior
X3778;mau;25a45;sim;93;superior
X3779;mau;menor25;sim;96;secundario
X3780;mau;maior45;sim;56;secundario
X3781;mau;menor25;nao;95;secundario
X3782;mau;menor25;sim;99;superior
X3783;mau;maior45;sim;54;superior
X3784;mau;maior45;sim;67;secundario
X3785;mau;25a45;nao;75;superior
X3786;mau;25a45;nao;53;superior
X3787;mau;maior45;nao;56;superior
X3788;mau;25a45;sim;78;secundario
X3789;mau;25a45;sim;65;secundario
X3790;mau;25a45;sim;98;superior
X3791;mau;maior45;nao;56;superior
X3792;mau;25a45;sim;67;superior
X3793;mau;25a45;sim;73;superior
X3794;mau;25a45;sim;72;superior
X3795;mau;25a45;nao;80;superior
X3796;mau;25a45;sim;88;secundario
X3797;mau;maior45;sim;54;secundario
X3798;mau;maior45;nao;80;superior
X3799;mau;25a45;sim;80;superior
X3800;mau;25a45;sim;71;superior
X3801;mau;25a45;sim;65;superior
X3802;mau;maior45;sim;56;superior
X3803;mau;maior45;sim;78;superior
X3804;mau;maior45;sim;73;secundario
X3805;mau;maior45;sim;66;secundario
X3806;mau;maior45;sim;54;superior
X3807;mau;maior45;sim;64;secundario
X3808;mau;maior45;sim;66;superior
X3809;mau;maior45;nao;72;secundario
X3810;mau;25a45;sim;72;superior
X3811;mau;maior45;nao;63;superior
X3812;mau;25a45;sim;54;superior
X3813;mau;maior45;sim;57;superior
X3814;mau;maior45;sim;54;superior
X3815;mau;maior45;sim;74;secundario
X3816;mau;maior45;sim;67;secundario
X3817;mau;25a45;sim;80;secundario
X3818;mau;25a45;nao;82;secundario
X3819;mau;maior45;nao;57;superior
X3820;mau;25a45;sim;67;secundario
X3821;mau;25a45;nao;78;secundario
X3822;mau;menor25;sim;94;secundario
X3823;mau;25a45;sim;76;secundario
X3824;mau;maior45;nao;73;superior
X3825;mau;maior45;sim;63;secundario
X3826;mau;maior45;nao;67;secundario
X3827;mau;25a45;sim;80;secundario
X3828;mau;25a45;nao;90;secundario
X3829;mau;25a45;nao;93;superior
X3830;mau;25a45;sim;99;secundario
X3831;mau;25a45;sim;92;secundario
X3832;mau;maior45;sim;53;secundario
X3833;mau;maior45;sim;64;superior
X3834;mau;maior45;nao;70;superior
X3835;mau;maior45;sim;67;superior
X3836;mau;maior45;sim;77;secundario
X3837;mau;maior45;sim;59;secundario
X3838;mau;maior45;sim;97;superior
X3839;mau;25a45;sim;64;superior
X3840;mau;25a45;sim;78;superior
X3841;mau;25a45;sim;99;secundario
X3842;mau;25a45;sim;76;superior
X3843;mau;maior45;sim;73;secundario
X3844;mau;25a45;sim;95;superior
