IDENTIDADE;ALVO;STATUS;UF;ESCOLARIDADE;ESTCIV;RENDA;NATUREZA
MC18855;1;admpl;SP;superior;casado;670;empregado
MC18856;1;admpl;SP;primario;casado;670;autonomo
MC18857;1;admpl;SP;primario;casado;623;empregado
MC18858;1;admpl;SP;posgrad;solt;8308;outros
MC18859;1;admpl;SP;secundario;solt;6700;outros
MC18860;1;admpl;SP;primario;divorciado;643;empregado
MC18861;1;admpl;SP;superior;casado;469;empregado
MC18862;0;inad;SP;secundario;solt;2412;empresario
MC18863;1;admpl;SP;superior;solt;887;empregado
MC18864;1;admpl;SP;superior;casado;1143;empregado
MC18865;1;admpl;SP;posgrad;solt;1299;empregado
MC18866;0;inad;SP;superior;divorciado;3037;aposentado
MC18867;0;inad;SP;primario;solt;1072;outros
MC18868;0;inad;SP;primario;divorciado;4690;aposentado
MC18869;0;inad;SP;secundario;viuvo;3284;empregado
MC18870;0;inad;SP;primario;solt;5326;aposentado
MC18871;1;admpl;SP;secundario;casado;1608;vivederenda
MC18872;0;inad;SP;primario;solt;1139;outros
MC18873;1;admpl;SP;superior;solt;1245;empregado
MC18874;0;inad;SP;primario;solt;1866;aposentado
MC18875;1;admpl;SP;primario;casado;9514;empregado
MC18876;1;admpl;SP;primario;solt;193;empregado
MC18877;1;admpl;SP;primario;solt;825;autonomo
MC18878;1;admpl;SP;superior;casado;540;empregado
MC18879;1;admpl;SP;superior;solt;938;empregado
MC18880;1;admpl;SP;superior;casado;1238;func_publico
MC18881;1;admpl;SP;secundario;solt;4240;empregado
MC18882;1;admpl;SP;superior;casado;268;outros
MC18883;1;admpl;SP;superior;solt;349;empregado
MC18884;1;admpl;SP;secundario;casado;1849;empregado
MC18885;0;inad;SP;primario;solt;1340;aposentado
MC18886;1;admpl;SP;superior;solt;775;empregado
MC18887;1;admpl;SP;superior;viuvo;326;empregado
MC18888;1;admpl;SP;primario;solt;1072;empregado
MC18889;1;admpl;SP;superior;solt;2680;empregado
MC18890;1;admpl;SP;primario;casado;2412;empregado
MC18891;1;admpl;SP;secundario;casado;590;empregado
MC18892;1;admpl;SP;superior;casado;600;empregado
MC18893;1;admpl;SP;superior;casado;1073;outros
MC18894;1;admpl;SP;superior;solt;2465;empregado
MC18895;0;inad;SP;superior;solt;4020;empregado
MC18896;1;admpl;SP;secundario;casado;268;func_publico
MC18897;1;admpl;SP;primario;solt;1873;outros
MC18898;1;admpl;SP;superior;solt;319;empregado
MC18899;1;admpl;SP;primario;casado;769;empregado
MC18900;1;admpl;SP;superior;solt;1541;func_publico
MC18901;1;admpl;SP;primario;solt;604;func_publico
MC18902;1;admpl;SP;secundario;solt;1876;func_publico
MC18903;1;admpl;SP;primario;casado;592;empregado
MC18904;1;admpl;SP;superior;solt;832;func_publico
MC18905;0;inad;SP;superior;solt;826;empregado
MC18906;0;inad;MG;superior;solt;3350;outros
MC18907;0;inad;SP;secundario;solt;5406;empregado
MC18908;0;inad;MG;superior;casado;1009;empregado
MC18909;1;admpl;SP;primario;solt;3350;empregado
MC18910;1;admpl;SP;secundario;casado;1502;empregado
MC18911;1;admpl;SP;superior;casado;1058;outros
MC18912;1;admpl;SP;superior;solt;1340;empregado
MC18913;1;admpl;MG;secundario;solt;5271;empregado
MC18914;1;admpl;SP;secundario;solt;2680;empregado
MC18915;0;inad;SP;superior;solt;8576;func_publico
MC18916;0;inad;MG;secundario;solt;3090;func_publico
MC18917;0;inad;SP;secundario;casado;81;func_publico
MC18918;1;admpl;MG;secundario;casado;3069;vivederenda
MC18919;0;inad;SP;superior;solt;1400;aposentado
MC18920;0;inad;SP;superior;solt;1266;autonomo
MC18921;0;inad;SP;superior;solt;116;empregado
MC18922;1;admpl;SP;secundario;casado;1789;empregado
MC18923;0;inad;SP;secundario;casado;1;empregado
MC18924;0;inad;SP;secundario;solt;573201;outros
MC18925;1;admpl;SP;secundario;casado;1072;empregado
MC18926;1;admpl;SP;secundario;casado;1329;empregado
MC18927;1;admpl;SP;superior;solt;1025;empregado
MC18928;1;admpl;SP;superior;solt;1341;empregado
MC18929;0;inad;MG;superior;solt;2010;func_publico
MC18930;1;admpl;SP;posgrad;casado;4020;outros
MC18931;1;admpl;MG;secundario;solt;3320;func_publico
MC18932;1;admpl;SP;superior;casado;938;empregado
MC18933;1;admpl;SP;superior;solt;2144;outros
MC18934;0;inad;MG;secundario;solt;1328;aposentado
MC18935;1;admpl;SP;superior;solt;1206;outros
MC18936;1;admpl;SP;primario;solt;1340;empregado
MC18937;1;admpl;SP;superior;casado;1283;empregado
MC18938;0;inad;SP;primario;casado;265;empregado
MC18939;0;inad;SP;superior;solt;2072;empregado
MC18940;0;inad;SP;secundario;solt;2680;prof_liberal
MC18941;0;inad;SP;primario;solt;1479;empregado
MC18942;1;admpl;SP;secundario;solt;1464;func_publico
MC18943;1;admpl;SP;superior;solt;670;empregado
MC18944;0;inad;SP;posgrad;divorciado;8710;aposentado
MC18945;0;inad;MG;secundario;solt;2738;func_publico
MC18946;1;admpl;MG;superior;solt;1856;empregado
MC18947;1;admpl;SP;posgrad;casado;338;empregado
MC18948;1;admpl;SP;superior;casado;232;empregado
MC18949;1;admpl;SP;superior;casado;5026;empregado
MC18950;1;admpl;SP;primario;casado;4690;empregado
MC18951;0;inad;MG;secundario;solt;3717;empregado
MC18952;0;inad;MG;secundario;solt;1515;empregado
MC18953;0;inad;SP;primario;solt;2194;empregado
MC18954;0;inad;MG;secundario;solt;4288;func_publico
MC18955;0;inad;SP;superior;casado;1348;outros
MC18956;1;admpl;MG;secundario;solt;369;empregado
MC18957;0;inad;SP;primario;solt;1093;outros
MC18958;0;inad;MG;superior;divorciado;1053;empregado
MC18959;1;admpl;SP;secundario;solt;2723;vivederenda
MC18960;0;inad;SP;posgrad;solt;10316;outros
MC18961;0;inad;SP;superior;solt;381;empregado
MC18962;1;admpl;SP;superior;casado;62;empregado
MC18963;1;admpl;MG;secundario;casado;16674;func_publico
MC18964;0;inad;SP;superior;casado;670;empregado
MC18965;1;admpl;SP;posgrad;casado;1527;outros
MC18966;1;admpl;SP;posgrad;solt;1608;empregado
MC18967;1;admpl;SP;superior;solt;9380;autonomo
MC18968;1;admpl;SP;primario;solt;402;empregado
MC18969;0;inad;SP;posgrad;solt;4049;empregado
MC18970;1;admpl;SP;secundario;casado;5980;empregado
MC18971;1;admpl;SP;superior;casado;1072;func_publico
MC18972;0;inad;SP;primario;solt;268;empregado
MC18973;1;admpl;SP;primario;solt;609;empregado
MC18974;0;inad;SP;primario;solt;335;empregado
MC18975;0;inad;SP;secundario;solt;2613;aposentado
MC18976;0;inad;SP;primario;divorciado;478;empregado
MC18977;1;admpl;SP;primario;casado;359;autonomo
MC18978;1;admpl;SP;secundario;solt;3350;prof_liberal
MC18979;1;admpl;SP;posgrad;casado;1636;func_publico
MC18980;0;inad;SP;superior;solt;3949;empregado
MC18981;0;inad;SP;secundario;solt;177;vivederenda
MC18982;0;inad;SP;secundario;divorciado;2768;empregado
MC18983;0;inad;SP;superior;solt;2947;empregado
MC18984;0;inad;SP;secundario;solt;1340;outros
MC18985;0;inad;SP;superior;solt;13263;aposentado
MC18986;0;inad;SP;secundario;solt;1393;empregado
MC18987;1;admpl;SP;secundario;solt;2926;empregado
MC18988;0;inad;SP;secundario;solt;5527;func_publico
MC18989;0;inad;SP;primario;solt;2626;aposentado
MC18990;0;inad;SP;secundario;solt;4984;outros
MC18991;1;admpl;SP;primario;solt;1206;outros
MC18992;1;admpl;SP;superior;solt;603;empregado
MC18993;1;admpl;SP;primario;solt;747;empregado
MC18994;0;inad;SP;primario;divorciado;1232;empregado
MC18995;1;admpl;SP;primario;solt;908;autonomo
MC18996;1;admpl;SP;secundario;casado;1484;empregado
MC18997;1;admpl;SP;secundario;casado;1712;func_publico
MC18998;1;admpl;SP;primario;solt;1118;empregado
MC18999;1;admpl;SP;superior;solt;3350;empregado
MC19000;1;admpl;SP;posgrad;casado;1206;func_publico
MC19001;1;admpl;SP;superior;solt;1313;outros
MC19002;1;admpl;SP;secundario;solt;948;func_publico
MC19003;1;admpl;SP;posgrad;solt;1876;outros
MC19004;1;admpl;SP;posgrad;solt;1177;empregado
MC19005;1;admpl;SP;secundario;solt;1218;prof_liberal
MC19006;1;admpl;SP;posgrad;casado;1072;empregado
MC19007;1;admpl;SP;posgrad;solt;1350;empregado
MC19008;1;admpl;SP;secundario;solt;351;empregado
MC19009;0;inad;SP;secundario;solt;7280;empregado
MC19010;1;admpl;MG;secundario;solt;4617;outros
MC19011;1;admpl;SP;superior;casado;1292;func_publico
MC19012;1;admpl;SP;posgrad;casado;572;empregado
MC19013;1;admpl;SP;secundario;casado;670;empregado
MC19014;1;admpl;SP;superior;casado;1608;outros
MC19015;0;inad;MG;primario;solt;4020;empregado
MC19016;1;admpl;MG;secundario;casado;1083;vivederenda
MC19017;1;admpl;SP;superior;solt;2706;outros
MC19018;1;admpl;SP;superior;casado;643;empregado
MC19019;1;admpl;SP;primario;solt;1340;outros
MC19020;1;admpl;RS;posgrad;casado;7737;vivederenda
MC19021;1;admpl;SP;superior;solt;1776;outros
MC19022;1;admpl;SP;primario;solt;641;empregado
MC19023;1;admpl;SP;primario;solt;1085;empregado
MC19024;1;admpl;SP;superior;solt;536;empregado
MC19025;1;admpl;SP;posgrad;solt;3350;func_publico
MC19026;1;admpl;SP;superior;casado;1273;empregado
MC19027;1;admpl;SP;superior;casado;549;outros
MC19028;1;admpl;SP;secundario;casado;4489;empregado
MC19029;1;admpl;SP;secundario;casado;3453;empregado
MC19030;0;inad;SP;superior;solt;5402;empregado
MC19031;1;admpl;MG;posgrad;solt;2196;func_publico
MC19032;1;admpl;SP;primario;solt;603;empregado
MC19033;1;admpl;SP;superior;solt;1100;empregado
MC19034;1;admpl;SP;superior;casado;544;empregado
MC19035;1;admpl;SP;primario;solt;1072;empregado
MC19036;1;admpl;SP;secundario;solt;4690;empregado
MC19037;1;admpl;SP;primario;solt;1095;empregado
MC19038;0;inad;SP;superior;solt;5226;aposentado
MC19039;1;admpl;MG;primario;viuvo;333;empregado
MC19040;1;admpl;MG;superior;solt;2292;empregado
MC19041;1;admpl;SP;primario;solt;2278;outros
MC19042;1;admpl;SP;superior;casado;1742;func_publico
MC19043;0;inad;SP;secundario;solt;1363;empregado
MC19044;1;admpl;SP;secundario;casado;1622;empregado
MC19045;0;inad;SP;primario;solt;140;empregado
MC19046;0;inad;SP;superior;solt;1641;empregado
MC19047;0;inad;SP;superior;solt;987;empregado
MC19048;0;inad;SP;superior;divorciado;3127;func_publico
MC19049;0;inad;MG;secundario;solt;1628;func_publico
MC19050;1;admpl;MG;secundario;solt;2561;func_publico
MC19051;0;inad;MG;superior;solt;3350;empregado
MC19052;1;admpl;SP;primario;casado;767;empregado
MC19053;0;inad;MG;superior;solt;3838;empregado
MC19054;0;inad;SP;superior;divorciado;1051;outros
MC19055;0;inad;MG;secundario;solt;2583;vivederenda
MC19056;0;inad;MG;posgrad;solt;1710;empregado
MC19057;0;inad;MG;superior;divorciado;4127;func_publico
MC19058;0;inad;SP;superior;solt;4020;empregado
MC19059;1;admpl;MG;secundario;solt;550;func_publico
MC19060;0;inad;SP;primario;solt;2358;empregado
MC19061;0;inad;SP;superior;solt;618;func_publico
MC19062;1;admpl;SP;superior;solt;4958;empregado
MC19063;1;admpl;SP;secundario;solt;2863;empregado
MC19064;1;admpl;SP;superior;solt;1929;empregado
MC19065;1;admpl;SP;primario;solt;402;empregado
MC19066;1;admpl;SP;superior;solt;674;vivederenda
MC19067;0;inad;SP;secundario;casado;12277;empregado
MC19068;1;admpl;SP;superior;solt;2144;func_publico
MC19069;1;admpl;SP;superior;casado;757;empregado
MC19070;0;inad;SP;secundario;solt;6406;empregado
MC19071;1;admpl;SP;primario;solt;2051;autonomo
MC19072;1;admpl;SP;superior;casado;1233;empregado
MC19073;0;inad;SP;secundario;solt;1389;aposentado
MC19074;1;admpl;SP;posgrad;solt;2680;empregado
MC19075;1;admpl;SP;superior;solt;1310;empregado
MC19076;1;admpl;SP;secundario;casado;1072;empregado
MC19077;1;admpl;SP;superior;casado;3886;empregado
MC19078;1;admpl;SP;superior;viuvo;691;empregado
MC19079;0;inad;SP;secundario;solt;3290;empregado
MC19080;0;inad;SP;secundario;solt;2010;func_publico
MC19081;1;admpl;SP;superior;solt;1251;func_publico
MC19082;0;inad;SP;secundario;solt;2685;func_publico
MC19083;1;admpl;SP;superior;casado;4321;empregado
MC19084;1;admpl;SP;secundario;solt;4704;empregado
MC19085;0;inad;SP;primario;solt;837;empregado
MC19086;1;admpl;MG;secundario;solt;6026;empregado
MC19087;0;inad;SP;primario;solt;3702;aposentado
MC19088;0;inad;SP;primario;solt;2886;outros
MC19089;1;admpl;SP;superior;solt;2605;empregado
MC19090;0;inad;SP;superior;solt;664;empregado
MC19091;0;inad;SP;primario;solt;2680;outros
MC19092;0;inad;SP;secundario;casado;3350;empregado
MC19093;0;inad;SP;secundario;solt;5057;empregado
MC19094;0;inad;SP;superior;casado;5360;outros
MC19095;0;inad;SP;primario;solt;2010;empregado
MC19096;1;admpl;SP;superior;solt;1340;empregado
MC19097;1;admpl;SP;superior;solt;2144;outros
MC19098;0;inad;SP;superior;casado;1640;outros
MC19099;0;inad;SP;primario;solt;2412;aposentado
MC19100;1;admpl;SP;superior;casado;670;empregado
MC19101;1;admpl;SP;primario;solt;6918;empregado
MC19102;0;inad;SP;posgrad;solt;264;empregado
MC19103;1;admpl;SP;superior;solt;1147;empregado
MC19104;1;admpl;SP;primario;solt;443;empregado
MC19105;1;admpl;SP;secundario;casado;3057;empregado
MC19106;0;inad;SP;secundario;viuvo;17226;empregado
MC19107;1;admpl;SP;secundario;casado;1283;empregado
MC19108;1;admpl;SP;superior;casado;670;empregado
MC19109;0;inad;SP;superior;divorciado;3350;empregado
MC19110;1;admpl;SP;secundario;solt;13400;empregado
MC19111;1;admpl;SP;secundario;solt;3350;empregado
MC19112;1;admpl;SP;superior;solt;3752;empregado
MC19113;1;admpl;SP;secundario;solt;489;empregado
MC19114;0;inad;SP;secundario;casado;5710;empregado
MC19115;1;admpl;SP;primario;casado;464;empregado
MC19116;0;inad;SP;secundario;solt;6886;empregado
MC19117;1;admpl;SP;secundario;solt;1340;outros
MC19118;1;admpl;SP;superior;outros;2010;aposentado
MC19119;1;admpl;SP;posgrad;casado;1110;empregado
MC19120;0;inad;SP;secundario;solt;12624;empregado
MC19121;0;inad;SP;secundario;solt;5596;empregado
MC19122;0;inad;SP;secundario;solt;6838;empregado
MC19123;1;admpl;SP;secundario;casado;2680;prof_liberal
MC19124;0;inad;SP;superior;solt;1644;outros
MC19125;0;inad;SP;primario;solt;1157;empregado
MC19126;1;admpl;SP;superior;solt;1239;outros
MC19127;1;admpl;SP;superior;solt;43;outros
MC19128;1;admpl;SP;secundario;casado;1538;func_publico
MC19129;1;admpl;SP;secundario;solt;3951;empregado
MC19130;1;admpl;SP;primario;viuvo;384;empregado
MC19131;1;admpl;SP;posgrad;solt;6719;empregado
MC19132;1;admpl;SP;superior;casado;1876;outros
MC19133;1;admpl;SP;superior;solt;1742;outros
MC19134;1;admpl;SP;posgrad;casado;1085;empregado
MC19135;0;inad;SP;secundario;solt;20100;outros
MC19136;1;admpl;SP;superior;casado;127;empregado
MC19137;1;admpl;SP;superior;casado;1125;func_publico
MC19138;1;admpl;SP;secundario;casado;3924;empregado
MC19139;1;admpl;SP;superior;casado;359;empregado
MC19140;1;admpl;SP;posgrad;casado;669;empregado
MC19141;1;admpl;SP;primario;solt;670;empregado
MC19142;1;admpl;SP;secundario;solt;4020;outros
MC19143;0;inad;SP;primario;solt;3350;empregado
MC19144;1;admpl;SP;superior;casado;1113;outros
MC19145;1;admpl;SP;superior;solt;3824;empregado
MC19146;1;admpl;SP;secundario;solt;1876;empregado
MC19147;0;inad;SP;primario;solt;2676;empregado
MC19148;0;inad;SP;superior;solt;6700;aposentado
MC19149;0;inad;SP;primario;solt;1742;aposentado
MC19150;1;admpl;SP;posgrad;solt;2680;outros
MC19151;1;admpl;SP;secundario;casado;2010;outros
MC19152;1;admpl;SP;primario;casado;804;empregado
MC19153;1;admpl;SP;secundario;solt;36884;empregado
MC19154;0;inad;SP;superior;solt;1881;empregado
MC19155;1;admpl;SP;primario;solt;2111;empregado
MC19156;1;admpl;SP;superior;casado;1496;outros
MC19157;1;admpl;SP;secundario;casado;3119;outros
MC19158;1;admpl;SP;posgrad;casado;2680;outros
MC19159;1;admpl;SP;primario;casado;480;empregado
MC19160;1;admpl;SP;posgrad;casado;871;outros
MC19161;1;admpl;SP;secundario;solt;4020;empregado
MC19162;1;admpl;SP;posgrad;solt;4020;outros
MC19163;1;admpl;SP;posgrad;solt;2708;empregado
MC19164;1;admpl;SP;secundario;solt;2483;empregado
MC19165;1;admpl;SP;secundario;casado;3085;empregado
MC19166;0;inad;SP;superior;casado;543;empregado
MC19167;1;admpl;SP;superior;casado;362;empregado
MC19168;0;inad;SP;secundario;solt;2388;func_publico
MC19169;1;admpl;SP;posgrad;solt;1807;empregado
MC19170;1;admpl;SP;superior;casado;2680;empregado
MC19171;1;admpl;SP;superior;solt;1259;aposentado
MC19172;0;inad;SP;superior;casado;4160;func_publico
MC19173;1;admpl;SP;secundario;solt;4690;empregado
MC19174;0;inad;SP;secundario;solt;3350;outros
MC19175;1;admpl;MG;secundario;solt;3272;empregado
MC19176;1;admpl;SP;primario;solt;598;empregado
MC19177;1;admpl;SP;primario;casado;805;empregado
MC19178;1;admpl;SP;superior;solt;251;empregado
MC19179;1;admpl;MG;superior;solt;773;outros
MC19180;1;admpl;SP;secundario;solt;1876;func_publico
MC19181;1;admpl;SP;secundario;solt;1608;outros
MC19182;1;admpl;SP;superior;solt;2680;empregado
MC19183;1;admpl;SP;superior;solt;737;outros
MC19184;0;inad;SP;superior;solt;1299;func_publico
MC19185;0;inad;SP;primario;solt;892;aposentado
MC19186;1;admpl;SP;superior;casado;2606;empregado
MC19187;0;inad;SP;superior;outros;2327;aposentado
MC19188;1;admpl;SP;primario;solt;1054;outros
MC19189;1;admpl;SP;secundario;casado;1743;empregado
MC19190;1;admpl;SP;superior;solt;1608;empregado
MC19191;1;admpl;SP;primario;casado;561;outros
MC19192;1;admpl;SP;superior;solt;871;outros
MC19193;1;admpl;SP;secundario;solt;1831;empregado
MC19194;1;admpl;SP;primario;solt;509;empregado
MC19195;1;admpl;SP;superior;casado;737;outros
MC19196;1;admpl;SP;secundario;casado;9889;func_publico
MC19197;1;admpl;SP;secundario;solt;1885;empregado
MC19198;0;inad;SP;superior;divorciado;1581;aposentado
MC19199;1;admpl;SP;primario;solt;144720;outros
MC19200;0;inad;SP;posgrad;viuvo;2011;aposentado
MC19201;1;admpl;SP;secundario;solt;4020;empregado
MC19202;1;admpl;SP;primario;casado;2412;autonomo
MC19203;1;admpl;SP;superior;solt;398;empregado
MC19204;0;inad;SP;secundario;solt;5456;empregado
MC19205;1;admpl;SP;superior;solt;553;empregado
MC19206;1;admpl;SP;superior;solt;2752;outros
MC19207;1;admpl;SP;superior;solt;4020;empregado
MC19208;1;admpl;SP;secundario;viuvo;1005;func_publico
MC19209;0;inad;SP;secundario;solt;2680;aposentado
MC19210;0;inad;SP;superior;solt;2986;empregado
MC19211;1;admpl;SP;secundario;solt;45333;empregado
MC19212;1;admpl;SP;superior;solt;3350;empresario
MC19213;0;inad;MG;superior;solt;97;empregado
MC19214;0;inad;SP;superior;divorciado;992;aposentado
MC19215;1;admpl;SP;secundario;viuvo;2510;func_publico
MC19216;0;inad;MG;primario;solt;1765;empregado
MC19217;0;inad;SP;secundario;outros;4565;aposentado
MC19218;0;inad;SP;secundario;solt;3624;empregado
MC19219;0;inad;MG;superior;solt;1163;func_publico
MC19220;1;admpl;SP;secundario;solt;22133;empregado
MC19221;0;inad;SP;secundario;solt;1;empregado
MC19222;1;admpl;SP;superior;casado;864;empregado
MC19223;1;admpl;SP;secundario;solt;4081;func_publico
MC19224;0;inad;MG;secundario;solt;3908;func_publico
MC19225;0;inad;SP;secundario;divorciado;1035;empregado
MC19226;1;admpl;SP;superior;solt;1833;empregado
MC19227;0;inad;SP;posgrad;solt;6030;autonomo
MC19228;1;admpl;SP;secundario;casado;1608;empregado
MC19229;1;admpl;SP;primario;solt;402;autonomo
MC19230;0;inad;SP;superior;solt;1996;aposentado
MC19231;1;admpl;SP;secundario;casado;2680;aposentado
MC19232;1;admpl;SP;superior;casado;1043;empregado
MC19233;1;admpl;SP;primario;solt;1340;autonomo
MC19234;0;inad;MG;secundario;solt;2639;empregado
MC19235;1;admpl;SP;superior;casado;1095;empregado
MC19236;0;inad;SP;primario;solt;4031;outros
MC19237;1;admpl;SP;superior;casado;670;empregado
MC19238;1;admpl;SP;primario;solt;825;outros
MC19239;1;admpl;SP;primario;casado;616;empregado
MC19240;1;admpl;SP;secundario;solt;1608;empregado
MC19241;1;admpl;SP;primario;solt;2144;empregado
MC19242;0;inad;SP;superior;viuvo;1205;empregado
MC19243;0;inad;SP;superior;outros;2666;outros
MC19244;0;inad;SP;posgrad;casado;1382;vivederenda
MC19245;1;admpl;SP;superior;solt;1152;outros
MC19246;1;admpl;SP;primario;solt;550;empregado
MC19247;0;inad;SP;posgrad;solt;5174;empregado
MC19248;1;admpl;SP;posgrad;solt;911;outros
MC19249;0;inad;SP;superior;solt;1299;empregado
MC19250;1;admpl;SP;secundario;casado;1474;empregado
MC19251;1;admpl;SP;superior;solt;767;outros
MC19252;1;admpl;SP;superior;solt;4020;empregado
MC19253;0;inad;SP;superior;solt;415;empregado
MC19254;1;admpl;SP;primario;casado;1983;empregado
MC19255;1;admpl;SP;secundario;solt;2349;func_publico
MC19256;1;admpl;SP;secundario;solt;18100;func_publico
MC19257;1;admpl;SP;primario;casado;536;outros
MC19258;0;inad;SP;superior;casado;2453;empregado
MC19259;1;admpl;SP;primario;casado;224;empregado
MC19260;1;admpl;SP;superior;solt;1742;empregado
MC19261;1;admpl;SP;superior;casado;778;empregado
MC19262;0;inad;SP;primario;solt;1681;empregado
MC19263;1;admpl;SP;superior;casado;1072;outros
MC19264;1;admpl;SP;secundario;solt;4022;outros
MC19265;0;inad;SP;posgrad;solt;1608;outros
MC19266;1;admpl;SP;superior;casado;866;outros
MC19267;0;inad;SP;secundario;solt;1608;empregado
MC19268;0;inad;SP;secundario;casado;2197;empregado
MC19269;1;admpl;SP;superior;casado;1340;outros
MC19270;1;admpl;SP;secundario;casado;11643;outros
MC19271;0;inad;SP;superior;solt;214;func_publico
MC19272;0;inad;SP;primario;solt;1204;aposentado
MC19273;0;inad;SP;posgrad;solt;2822;empregado
MC19274;0;inad;SP;superior;solt;1524;aposentado
MC19275;0;inad;MG;secundario;solt;2062;func_publico
MC19276;0;inad;MG;primario;solt;2367;empregado
MC19277;1;admpl;MG;secundario;outros;2053;func_publico
MC19278;1;admpl;MG;primario;divorciado;625;empregado
MC19279;0;inad;MG;superior;solt;1021;empregado
MC19280;0;inad;SP;secundario;casado;2680;empregado
MC19281;0;inad;SP;posgrad;solt;5933;func_publico
MC19282;1;admpl;SP;primario;solt;1340;outros
MC19283;1;admpl;SP;superior;casado;636;empregado
MC19284;1;admpl;SP;secundario;solt;3045;func_publico
MC19285;1;admpl;SP;superior;casado;1876;outros
MC19286;1;admpl;SP;primario;solt;763;empregado
MC19287;1;admpl;SP;superior;casado;592;empregado
MC19288;1;admpl;SP;secundario;casado;882;empregado
MC19289;0;inad;SP;secundario;solt;804;func_publico
MC19290;0;inad;SP;primario;solt;3350;empregado
MC19291;0;inad;SP;secundario;solt;13213;func_publico
MC19292;1;admpl;SP;superior;solt;2465;empregado
MC19293;1;admpl;SP;secundario;casado;183;outros
MC19294;1;admpl;SP;superior;solt;442;empregado
MC19295;0;inad;SP;secundario;solt;2738;empregado
MC19296;0;inad;SP;superior;casado;1310;empregado
MC19297;0;inad;SP;superior;solt;505;func_publico
MC19298;0;inad;SP;superior;divorciado;4020;aposentado
MC19299;0;inad;SP;superior;solt;964;empregado
MC19300;0;inad;SP;primario;solt;869;aposentado
MC19301;0;inad;SP;primario;solt;3573;empregado
MC19302;0;inad;SP;primario;divorciado;2144;empregado
MC19303;1;admpl;SP;superior;solt;2680;func_publico
MC19304;1;admpl;SP;superior;solt;3350;func_publico
MC19305;1;admpl;SP;superior;solt;1171;empregado
MC19306;1;admpl;SP;superior;casado;4020;empregado
MC19307;1;admpl;SP;superior;solt;931;empregado
MC19308;1;admpl;SP;superior;solt;1464;func_publico
MC19309;1;admpl;SP;superior;casado;644;outros
MC19310;1;admpl;SP;superior;solt;787;empregado
MC19311;1;admpl;SP;superior;casado;700;outros
MC19312;1;admpl;SP;primario;solt;1340;empregado
MC19313;0;inad;SP;superior;viuvo;536;empregado
MC19314;1;admpl;SP;secundario;solt;1915;empregado
MC19315;0;inad;SP;secundario;solt;1340;aposentado
MC19316;1;admpl;SP;superior;casado;619;empregado
MC19317;1;admpl;SP;superior;casado;1273;outros
MC19318;1;admpl;SP;superior;casado;2680;empresario
MC19319;0;inad;SP;secundario;outros;1876;empregado
MC19320;0;inad;SP;secundario;outros;1340;aposentado
MC19321;1;admpl;SP;superior;casado;416;empregado
MC19322;1;admpl;SP;superior;casado;1118;outros
MC19323;0;inad;SP;primario;solt;2010;aposentado
MC19324;0;inad;SP;superior;casado;2118;empregado
MC19325;1;admpl;SP;primario;casado;1340;empregado
MC19326;0;inad;SP;superior;solt;2680;empregado
MC19327;1;admpl;SP;posgrad;casado;1005;outros
MC19328;1;admpl;SP;posgrad;solt;1445;empregado
MC19329;1;admpl;SP;secundario;casado;968;func_publico
MC19330;1;admpl;SP;secundario;solt;3350;outros
MC19331;0;inad;SP;superior;solt;2412;func_publico
MC19332;0;inad;SP;primario;casado;8040;aposentado
MC19333;1;admpl;SP;secundario;solt;6700;empresario
MC19334;1;admpl;SP;secundario;casado;1340;empregado
MC19335;0;inad;SP;superior;solt;11532;aposentado
MC19336;1;admpl;SP;superior;solt;3011;empregado
MC19337;1;admpl;SP;secundario;solt;402;empregado
MC19338;0;inad;SP;secundario;solt;1231;aposentado
MC19339;1;admpl;SP;secundario;casado;2144;func_publico
MC19340;1;admpl;SP;superior;solt;2680;outros
MC19341;0;inad;SP;primario;casado;4842;empregado
MC19342;0;inad;SP;superior;solt;1066;empregado
MC19343;1;admpl;SP;secundario;solt;2010;empregado
MC19344;1;admpl;SP;primario;casado;1932;outros
MC19345;1;admpl;SP;secundario;solt;2489;empregado
MC19346;1;admpl;MG;posgrad;solt;4690;vivederenda
MC19347;1;admpl;SP;superior;casado;853;empregado
MC19348;0;inad;SP;secundario;casado;16072;empregado
MC19349;0;inad;SP;superior;casado;512;func_publico
MC19350;1;admpl;SP;superior;solt;2278;empregado
MC19351;1;admpl;SP;primario;solt;487;outros
MC19352;1;admpl;SP;superior;solt;438;empregado
MC19353;1;admpl;SP;superior;solt;822;outros
MC19354;1;admpl;SP;superior;solt;737;empregado
MC19355;1;admpl;SP;secundario;solt;14090;empregado
MC19356;1;admpl;SP;secundario;solt;824;func_publico
MC19357;1;admpl;SP;superior;casado;825;outros
MC19358;1;admpl;SP;superior;casado;1192;empregado
MC19359;1;admpl;SP;posgrad;casado;904;empregado
MC19360;1;admpl;SP;superior;casado;1047;empregado
MC19361;1;admpl;SP;primario;casado;1340;empregado
MC19362;1;admpl;SP;superior;casado;2081;outros
MC19363;1;admpl;SP;posgrad;casado;1005;prof_liberal
MC19364;1;admpl;SP;superior;solt;221;empregado
MC19365;1;admpl;SP;superior;viuvo;2273;empregado
MC19366;1;admpl;SP;superior;solt;866;empregado
MC19367;1;admpl;SP;secundario;solt;8480;func_publico
MC19368;0;inad;SP;secundario;casado;1246;func_publico
